Items,Type,Status,Project Type,Project #,Governance Framework,Project WO #s,Project Manager,PM Region,Project Status,Budget Type,Program,CY Actuals,CY Rem Fcst,Remaining Contingency,CY Tot EAC,CY Tot Fcst 3+9 Baseline,CY Tot EAC vs 3+9 Base Value,CY Tot EAC vs 3+9 Base Indicator,CY Budget Year Amount,CY Budget Adjustment,CY Bud incl Adj,CY Variance with Adjustments Value,CY Variance with Adjustments Indicator,Variance Explanation AFE vs CY Budget,Full or Phase 1 AFE,Phase 2 AFE,Supplemental AFE Amount,Total Approved AFE,AFE Stage,Total Requested AFE,Inception to Date Actuals,Project Rem Fcst,Project EAC,Supplemental AFE Required? Value,Supplemental AFE Required? Indicator,Cash Flow Start (Fcst),Full or Phase 1 AFE Approved Date,Full or Phase 1 AFE Approved Date P/D,Baseline Operational Date,Operational Date,AFE Past Due Days Value,AFE Past Due Days Indicator,CY 01 Jan Act,CY 02 Feb Act,CY 02 Feb Fcst,CY 02 Feb Fcst (asOf Cut-off),CY 02 Feb Var Value,CY 02 Feb Var Indicator,IT - Accruals,Monthly Variance Explanation,CY 03 Mar Fcst,CY 04 Apr Fcst,CY 05 May Fcst,CY 06 Jun Fcst,CY 07 Jul Fcst,CY 08 Aug Fcst,CY 09 Sep Fcst,CY 10 Oct Fcst,CY 11 Nov Fcst,CY 12 Dec Fcst,Remaining Contingency2,Project Status Notes,Project Status Notes Updated On,Financial Forecast Notes,PCA,PM Designate,PMO-Region,PMO-Division,Financial Reporting Category 2022,Financial Reporting Category 2022 Override,PMO-Asset Team,PMO-Location Business Unit,Parent Project Number,CY Q1 EAC,CY Q2 EAC,CY Q3 EAC,CY Q4 EAC,CY-1 Tot Act,CY+1 Tot Fcst,Program Manager,Project Sponsor,WS Drawdown Class,JV SubProgram,IT Count,OPPM Project Item ID,RCAP Financial Model,Created By,Parent / Child Value,Parent / Child Indicator,Creation Date,Maintenance Reporting Categories
DS302CG - Digs from 2022 UCD ILI,Item,Open,MCAP,DS302CGM2201,Maintenance Framework,"2035943, 2021920, 2021921, 2021922","Burns, Richard",West,3. Active,Defined,Pipeline Digs,82605,-128635,,-46029.95,-46030,0,Green,529000,,529000,-575030,,,211000,,,211000,Phase,211000,153051,-128635,24416,No,Green,10/1/2022,9/30/2022,9/30/2022,12/31/2022,6/30/2023,,,78057.11,4547.94,,,4548,Red,0,Contractor/Vendor Issue,-128635,,,,,,,,,,,"3.7.23 - March forecast of -$128,635 due to MEXP Flip to DS302CGE2203 (AS)

3/1/23 - variance is Percheron ($704) and PM labor for documentation.
2/1/23 - Variance accrued.  Overage is because dig took a little longer than expected due to weather and site conditions.  Dig started 1/3, completed 1/11/23.
1/3/23 - Variance is Percheron late invoices ($7040). Rest is payroll.
12/2/22 - Accrued some for Degen getting work down ahead of original schedule; variance is from that.  Adjusted forecast to January as crew was moved to more pressing digs; I deleted rest of forecast. Two sites complete, although one of those was just exploratory work for the casing locations.  F-34236 is in a casing under I-280 and will be a cutout under a separate project.
11/1/22 - variance is Percheron and labor.
10/3/22 - AFE approved today.  Digs expected to start end of October / early November.
 9/26/22 - digs transferred to Rich.  Adjusted forecasting for the three dig sites that were issued.  9/1/22 - 7 digs at 3 dig sites issued on 8/16. Adjusted forecast to reflect $200k in 2022 with the remaining $529k in 2023. 8/1/22 - No Immediate digs from preliminary report, final report expected for review in August. 6/1/22 - No digs issued from 2022 UCD ILI yet. 3/2/22 - ILI run completed on 2/23/22. No digs issued at this time. 2/2/22 - Digs anticipated to begin in Q2 after ILI run at the end of Q1. 1/3/22 - No Change",3/7/2023,"2/7/22 - No change, awaiting digs to be issued","Griest, Barbara",,West,Pipelines and Terminals,Integrity,,Toledo,DS - TOLEDO STATION,,-46030,,,,70446,,"Bartal, Nick","Bartal, Nick",,,1,41022,,"Administrator, System",Independent,Aqua,8/4/2021,Int- Planned Digs
DS303WW - DIG SHEETS (1) DOT-180 + (1) BPL-Other - Due 02-20-22,Item,Open,MCAP,DS303XXM2202,Maintenance Framework,2022084/2022085,"Roman, James",West,6. Operational,Drawdown,Pipeline Digs,251,,20000,250.88,251,0,Green,,,,251,,,229000,,,229000,Full,229000,192847,20000,212847,No,Green,9/1/2022,9/14/2022,9/14/2022,11/7/2022,11/1/2022,,,250.88,,,,,,0,,,,,,,,,,,,20000,"2/1/23 Variance -$2k.  Finished job book without charging.


1/3/23  Variance ($6k) Janx and Percheron charges.


12/5/22 Variance +$4k.  BPL Ohio Tax
11/1/22 Variance (-$41,590)  Cost savings.  Project complete.  Need to complete job book.


10/2/22 Variance (+$1,505) site visits.  Plan to mobilize to first site 10/10/22


9/1/22 - Visited sites yesterday.  Need to determine railroad involvement, then will submit AFE.",2/1/2023,,"Griest, Barbara",,West,Pipelines and Terminals,Integrity,,Toledo,DS303XX - TOLEDO TO MICH S/L -WAYNE,,251,,,,192596,,"Bartal, Nick","Bartal, Nick",,,1,45325,,"Guest, ProSight",Independent,Aqua,8/25/2022,Int- Planned Digs
EU163KK - Digs from 2022 GEO+MFL ILI,Item,Open,MCAP,EU163JUM2201,Maintenance Framework,2044485,"Kosior, Albert",ECS Pipeline Integrity,3. Active,Defined,Pipeline Digs,651878,300000,,951877.58,951878,0,Green,,,,951878,,Scheduling,1452410,,,1452410,Interim,1452410,1096619,300000,1396619,No,Green,11/1/2022,2/6/2023,2/6/2023,6/30/2023,6/30/2023,,,362364.26,289513.32,600000,600000,-310487,Red,0,Contractor/Vendor Issue,300000,,,,,,,,,,,"3-8-23 Work was not able to begin on the last immediate dig in the NSRR due to not being able to schedule flaggers through the railroad.  Dig is looking to go in March.

2-13-23 Work is looking to end the end of February with the completion of the 5 immediate digs and three additional dig sites.

1-10-22 Completed one DOT immediate dig and 1 BPL other, working RR dig in Feb permits have been procured


12-8-22 Work started on the 7 immediate dig features on 11/28 and one crew is working the digs.

11-8-22 75 features were issued at the end of October, 5 of them being immediate digs.  One of the immediates digs is in a railroad row.
 
9-29-22 The tool was trapped on 8/24/22 and any possible immediate digs would come in 30-60 days with the balance to fall into 2023.  Estimating possibility of 3 digs being issued this year with and the rest falling into next 2023.

9-12-22 No change
8-9-22 No change
6/9/22 - No change
5/12-22 Tool needs to be rerun, preliminary report targeted for arrival end of September.  Final report November

5-10-22 No digs issued yet

4-7-22 No digs issued yet.

3/9/22 - No change; digs not yet issued.",3/8/2023,"2/7/22 - No change, awaiting digs to be issued","Hill, Elizabeth",,West,Pipelines and Terminals,Integrity,,Michiana,EU163JU - E CHICAGO B/G TO HAMMOND J B/G,,951878,,,,444741,,"Bartal, Nick","Bartal, Nick",,,1,41009,,"Administrator, System",Independent,Aqua,8/4/2021,Int- Planned Digs
EW913LD - Digs from 2021 UCD ILI,Item,Open,MCAP,EW913RWM2202,Exempt,1979771,"Garcia, Francisco",ECS Pipeline Integrity,3. Active,Defined,Pipeline Digs,574,140000,,140574.17,140574,0,Green,,,,140574,,,200000,,,200000,Full,200000,62297,140000,202297,No,Green,5/1/2022,5/6/2022,5/6/2022,12/31/2022,5/1/2023,,,284.32,289.85,,,290,Red,0,,,140000,,,,,,,,,,"12/2/2022 RR permitting delay.
11-2-2022 RR permitting delay.
9-12-22 ROW speaking with RR to obtain permit
6/2/2022 - Reclassed $53K from BB913WM2201 (Henkel)
5/10/22 - Digs issued, released excess forecast. 4/11/22 - No change; digs not yet issued.",12/2/2022,"2/7/22 - No change, awaiting digs to be issued","Walker, Carol",,East,Pipelines and Terminals,Integrity,,Jet Lines,EW913RW - NEW HAVEN TO MIDDLETOWN JCT,,574,140000,,,61723,,"Bartal, Nick","Bartal, Nick",,,1,41019,,"Administrator, System",Independent,Aqua,8/4/2021,Int- Planned Digs
GE520NI - 2022 Buckeye Criteria Digs,Item,Open,MCAP,GE521ZCM2201,Maintenance Framework,2002799,"Burns, Richard",West,6. Operational,Defined,Pipeline Digs,182,,,182.25,182,0,Green,,,,182,,,84000,,,84000,Full,84000,55583,,55583,No,Green,10/1/2022,7/15/2022,7/15/2022,12/31/2022,10/10/2022,,,182.25,,,,,,0,,,,,,,,,,,,,"1/3/23 - variance is Percheron late invoices.
11/1/22 - most of variance is accrued; waiting on Degen invoice.  rest is cost savings.
10/28/22 - repair completed on 10/6/22.
10/3/22 - dig started today.
8/31/22 - variance is because crew was pulled off here to complete more critical digs.  Pushed forecast to October.
8/12/22 - this will get pushed until later in the year - crew will move to DOT-60 digs on the 211 for Jason Bost's project; those have a deadline in 9/23/22.  Forecasting was closed or I would've pushed to September or later.
8/1/22 - no change.
7/20/22 - dig expected to be completed in August.
7/5/22 - Switched over dig from Ryan Taylor to Rich.  He volunteered to take it.",2/14/2023,2/7/22 - No change,"Griest, Barbara",,West,Pipelines and Terminals,Integrity,,Mantua,GE521ZC - MANTUA TO COLUMBIANA,,182,,,,55401,,"Bartal, Nick","Bartal, Nick",,,1,40994,,"Administrator, System",Independent,Aqua,8/4/2021,Int- Planned Digs
GE521ZC (12in) - DIG SHEETS (7),Item,Open,MCAP,GE521ZCM2101,Exempt,"1837942, 1837943, 1837944, 1837945, 1837946","Burns, Richard",West,7. Closed,Drawdown,Pipeline Digs,-81,,,-81,-81,0,Green,,,,-81,,,465000,,,465000,Full,465000,158373,,158373,No,Green,6/1/2021,5/18/2021,5/18/2021,10/19/2021,6/17/2021,,,,-81,,,-81,Red,0,,,,,,,,,,,,,"9/7/22 - Closed by PM.
8/16/22 - Job book submitted; ready to close.
7/1/21 - All digs completed on 6/17/21, ahead of schedule.
6/1/21 - digs started on 5/25/21.
5/5/21 - 7 anomalies / 5 dig sites issued on 4/22/21. Three due on 6/21/19, rest due on 10/19/21.",9/7/2022,"12/9/21 - Variance is MEXP flip.
10/4/21 - no change.
9/2/21 - variance is third party ROW ($702) and difference between accrual & Shaw invoice (-$485).
8/3/21 - variance is  CWIP (8409), Third party ROW ($4183),payroll ($186), difference between accruals and actuals ($-154), and reaccrued Shaw costs ($3200).
7/1/21 -Accrued $4000 (JanX), $3200 (Shaw); rest of variance is cost savings.  Degen Excavating completed work under budget/forecast.
6.7.21 - changed status back to active.","Pastorius, Bonnie",,West,Pipelines and Terminals,Integrity,,Mantua,GE521ZC - MANTUA TO COLUMBIANA,,-81,,,,81,,"Bartal, Nick","Bartal, Nick",,,1,39872,,"Schultz, Amy",Independent,Aqua,4/30/2021,Int- Planned Digs
HD150SB - Digs from 2021 GEO+MFL ILI,Item,Open,MCAP,HD150WHM2201,Maintenance Framework,1946282,"Kosior, Albert",ECS Pipeline Integrity,6. Operational,Defined,Pipeline Digs,0,-112269,,-112269,-112269,0,Green,,,,-112269,,,725000,,,725000,Phase,725000,830718,-112269,718449,No,Green,2/1/2022,2/8/2022,2/8/2022,4/30/2022,6/28/2022,,,,,,,,,0,,-112269,,,,,,,,,,,"3.7.23 - March forecast -$112,269 due to MEXP flip to HD150WHE2201 (AS)

7/12/22 - June variance was flip forecast erroneously being put in July instead of June. 6/28/22 - Moved project to operational (AK)

6/7/22 - Negative $276,000 forecast in June to offset L150 2022 MEXP Flips HD150WHE2201 forecast for $276,000 in June (AS)

5-9-22 Working on finding resources to complete the two additional digs in June.  The April variance id due to the additional work required on the north end of the casing after it was investigated.

4-7-22 Finished the 4 dent digs in March.  An ECO was submitted for the 4 additional digs.  I have been requested to perform two more risk ranked sigs before the line is idled in June.

3-7-22 Finishing the last of the initial 7 digs the first part of March.  4 additional dent digs were issued and an ECO was submitted.  The 4 additional digs are estimated to cost $300k.  The February variance was due to due to work starting the second week of the month and working only three weeks.

2-2-22 A stage 1 AFE for $725,000 was submitted to perform 7 of the worst mloss digs.  Work to begin on 2/7/2022 with two crews.",3/7/2023,"2-2-22 Work on Stage 1 AFE to begin on 2/7/22.

2-7-22 Adjusted the forecast to reflect the $725k spend on the phase 1 work and the balance of the initial budget of $1,324,000.","Hill, Elizabeth",,West,Pipelines and Terminals,Integrity,,Michiana,HD150WH - HARTSDALE TO WHEELER,,-112269,,,,830718,,"Bartal, Nick","Bartal, Nick",,,1,41003,,"Administrator, System",Independent,Aqua,8/4/2021,Int- Planned Digs
HD156KG155HD - DIG SHEETS (7) DOT-180 + (20) BPL-Other - Due 05-11-22,Item,Open,MCAP,HD156KGM2201,Maintenance Framework,,"Kosior, Albert",ECS Pipeline Integrity,6. Operational,Defined,Pipeline Digs,-28223,-2334,,-30556.73,-30557,0,Green,,,,-30557,,Other,1869000,,,1869000,Full,1869000,1568933,-2334,1566599,No,Green,3/1/2022,4/6/2022,4/6/2022,6/15/2022,9/12/2022,,,11540.6,-39763.33,-42536,,-39763,Red,0,,-2334,,,,,,,,,,,"3.7.23 - March forecast -$2,334 due to MEXP Flip to HD156KGE2201 (AS)

3.2.23 - Added -$42536 to February due to flip to HD156KGE2201 (AS)

1/6/23 - Added $17,367 to December negative forecast due to Flip to HD156KGE2201 (AS)

12/7/22 - Just received a $75k invoice from CSX for the flip dig for flagging and monitoring services.  Determining best way to process the charge.

12/2/22 - December Forecast -$1,421,798 due to Flip to HD156KGE2201 (AS)


10-10-22 Awaiting final invoicing for ground water disposal.  Forecast is $19,450 - $3,512 = $15,938


10/7/22 - negative $3,512 in Oct due to reclass to HD156KGE2201 (AS)

912-22 - The digs were completed the later part of August.  The main drivers for the overage was the  significant cost of contaminated ground water disposal at the ECWMD property digs and the issues encountered at the CSX dig which required two redesigns of engineered shoring, the need to use pointed dewatering and the cost of CSX watch and protect  services.  A supplemental AFE is being developed.


9/12/22 - additional costs associated with CSX site constraints.


8-9-22 Working CSX dig and are on the third engineering shoring design.  Have had delays with the redesign work and CSX approval timelines.
7/12/22 - Three digs remain, one in CSXRR, one in NSRR, and one in roadway.  Additional costs due to issues at the CSX dig site and substantial charges to dispose of PCW ground water at the East Chicago Waterway Managements property digs.

7/12/22 - Additional costs due to railroad permitting and 999 line cutout work. DC
6/9/22 - Three digs remain to be assessed and will be completed by the end of July.  We have gone to one crew.  Crew is currently working the HM999A4 dig.

6/8/22 - Digs in process. 5/11/22 - Per Nick Bartal, digs pushed to June/July. DC

5-9-22 The 7 DOT 180-day digs have been completed and working on balance of digs.

4-7-22 Work began on 4/4 and will run through the middle of June.  Starting on the DOT 180-Day digs first. April variance due to delays bringing on the second crew.

3-7-22 An interim AFE was submitted for the permitting and fees for the four R/R dig sites.  Looking to start the work in April. February variance dueto permitting delays.

2-2-22 Working four railroad permitting issues now, will be submitting a stage 1 AFE for permitting costs directly.

1-4-22 Digs are being staked currently.  There are a number of them that are within R/RROW and will require O/S for permitting.",3/7/2023,"2.13.22.DLC: Moved $35k out of Feb since no AFE2-2-22 Working 4 railroad permitting applications, will be submitting stage 1 AFE directly for O/S permitting support.

1-4-22 Digs are being staked currently.  There are a number of them that are within R/R ROW and will require O/S for permitting.","Hill, Elizabeth",,West,Pipelines and Terminals,Integrity,,E. Chicago Terminals,KG155HD - LAKE GEORGE TO HARTSDALE,,-30557,,,,1597156,,"Bartal, Nick","Bartal, Nick",,,1,42452,,"Guest, ProSight",Independent,Aqua,11/16/2021,Int- Planned Digs
IM760UG - Digs From 2022 Tool Run,Item,Open,MCAP,IM760UGM2303,Maintenance Framework,2076516,"Scott, Cory",West,3. Active,Defined,Pipeline Digs,,85000,,85000,85000,0,Green,,,,85000,,,85474,,,85474,Full,85474,,85000,85000,No,Green,,1/26/2023,1/26/2023,3/11/2023,3/17/2023,,,,,,,,,,,85000,,,,,,,,,,,"3/3/2023 - Project completion and demobilization. Expected final cost expected to come under budget. Project should total 82K. 


2/28/2023 - First dig planned to be completed by March 1st. Second should be completed by end of first week. 


2/23/2023 - Crew started working on dig # F-038022. 

2/2/2023 - Stakeholder meeting held. 

1/30/2023 - OQ job # setup in ISNetworld. PO's placed. Work orders setup. 

1/28/2023 - AFE fully approved. 

1/25/2023 - Site Safety Plan Approved by Buckeye HSSE.

1/17/2023 - AFE submitted.",3/7/2023,,"Hill, Elizabeth",,West,Pipelines and Terminals,Integrity,,Sugar Creek,IM760UG - MILAN STA TO SUGAR CREEK TERM,,85000,,,,,,"Bartal, Nick","Smith, Todd W.",,,1,46461,,"Guest, ProSight",Independent,Aqua,1/13/2023,Int- Planned Digs
KZ001-002XB - Digs from 2021 UCD ILI,Item,Open,MCAP,KZ001LKM2202,Exempt,1971355,"Kosior, Albert",ECS Pipeline Integrity,6. Operational,Defined,Pipeline Digs,4121,-34151,,-30030.48,-30030,0,Green,,,,-30030,,Scheduling,4643000,,,4643000,Full,4643000,4653759,-34151,4619608,No,Green,4/1/2022,6/27/2022,6/27/2022,11/30/2022,11/30/2022,,,2155.42,1965.1,,,1965,Red,0,,-34151,,,,,,,,,,,"3.7.23 - March forecast of -$34,151 due to MEXP Flip to KZ001LKE2301 (AS)


11-6-22 Digs completed, working closeout.
10-10-22 Last dig to complete the first part of October.

9-12-22 Digs in progress, looking at later part of October to  complete.

8-9-22 Digs are underway.  July variance due to additional costs related to a historical spill site and having to manage contaminated soils and water.

7-12-22 - Scheduling due to slightly delayed start date from approximation in AFE. DC
7-12-22 Digs are in-process, running with two crews.

6-9-22 AFE was submitted and the digs are scheduled to start on Monday, 6/13/22, and are scheduled to take 19 weeks to complete.  May variance is due to delay in sleeve delivery.

5-9-22 Digs have been staked and are currently being reviewed by ROW for permitting and access.  Two of the digs are in wet areas.  600 feet of sleeve have ben ordered.  Working to get two crews from InterCon to start on the digs the first part of June.

4/8/22 - NEB, digs just issued; left total forecast the same
4-7-22 Digs have not been issued yet.

3/6/22 - Digs not yet issued, pushed forecast out. 2-9-22 No digs issued yet, pushed forecast out one month.

1-10-22 Not digs issued yet, pushed forecast out.",3/7/2023,"2/7/22 - No change, awaiting digs to be issued 1-10-22 No digs issued yet, pushed forecast out.","Hill, Elizabeth",,West,Pipelines and Terminals,Integrity,,Michiana,KZ001LK - KOUTS TO LAKETON,,-30030,,,,4649638,,"Bartal, Nick","Bartal, Nick",,,1,41020,,"Administrator, System",Independent,Aqua,8/4/2021,Int- Planned Digs
KZ001-002XB Dig Sheets (1) BPL-Other (Sleeves) - Due 2-19-22 MEXP,Item,Open,MEXP,KZ001LKE2103,Exempt,1901925,"Oldham, David",ECS Pipeline Integrity,6. Operational,Unplanned,Pipeline Digs,163,,,162.9,163,0,Green,,,,163,,,174000,,,174000,Full,174000,185028,,185028,No,Green,10/1/2021,1/3/2022,1/3/2022,2/28/2022,11/30/2021,,,162.9,,,,,,0,,,,,,,,,,,,,,,"1/7/22: dwo - 2022 costs associated with final disposal costs.


11/4/2021: B-sleeve investigation completed in October. Dirty groundwater and soil required additional testing, frac tanks, spoils disposal, and clean fill requiring additional costs. Submitted accruals reflect estimated October costs.",,,West,Pipelines and Terminals,Pipeline Integrity,,Michiana,KZ001LK - KOUTS TO LAKETON,,163,,,,37694,,"Bartal, Nick","Bartal, Nick",,,1,42297,,"Meitzler, Antoinette",Independent,Aqua,10/12/2021,Int- Planned Digs
L156 2022 MEXP FLIPS,Item,Open,MEXP,HD156KGE2201,Maintenance Framework,2036226,"Bartal, Nick",Asset Integrity,3. Active,Drawdown,Pipeline Digs,42536,2334,,44869.92,44870,0,Green,,,,44870,,,3512,,,3512,Full,3512,1560023,2334,1562357,No,Green,11/1/2022,10/7/2022,10/7/2022,10/31/2022,12/31/2022,,,-0.1,42536.02,42536,,42536,Red,,,2334,,,,,,,,,,,"3.7.23 - March forecast $2,334 due to flip from HD156KGM2201 (AS)

3.2.23 - Added $42,536 to February forecast due to flip from HD156KGM2201 (AS)

1/6/23 - Added $17,367 to December forecast due to Flip from HD156KGM2201 (AS)

12/6/22 - December forecast $1,421,798 due to Flip from HD156KGE2201 (AS)

11/8/22 - November forecast $3,512 due to Flip from HD156KGE2201 (AS)

10/7/22 - $3,512 in October due to Flip from HD156KGM2201 (AS)",3/7/2023,,"Schultz, Amy",,West,Pipelines and Terminals,Pipeline Integrity,,E. Chicago Terminals,HD156KG - HARTSDALE TO LAKE GEORGE,,44870,,,,1517488,,"Bartal, Nick","Shook, Mark B.",N/A,,1,46011,,"Schultz, Amy",JDE Child,Burnt Orange,10/7/2022,Int- Planned Digs
L162-L164 Lab Analysis,Item,Open,MEXP,IJ162JUE2201,Maintenance Framework,2051852,"Bartal, Nick",West,3. Active,Drawdown,Pipeline Digs,21000,,,21000,21000,0,Green,,,,21000,,,42000,,,42000,Full,42000,31000,,31000,No,Green,12/1/2022,12/9/2022,12/9/2022,2/28/2023,2/28/2023,,,0,21000,21000,21000,0,Green,0,Other,,,,,,,,,,,,"3.2.23 - Accrual $31,000 (AS)


2/7/23 - lab work still in process - forecast moved to Feb. 1/9/23 - Work began and accrued in Dec",3/2/2023,,"Schultz, Amy",,West,Pipelines and Terminals,Pipeline Integrity,,E. Chicago Terminals,IJ - INDIANAOPOLIS BLVD JCT,,21000,,,,10000,,"Bartal, Nick","Shook, Mark B.",N/A,,1,46345,,"Schultz, Amy",JDE Child,Burnt Orange,12/9/2022,Int- Planned Digs
L165 Interim Repair Cutout 2023,Item,Candidate,MCAP,,Project Framework,,"Oldham, David",,1. Proposed,,Pipeline Digs,,400000,,400000,400000,0,Green,400000,,400000,0,,,,,,,,,,400000,400000,No,Green,8/1/2023,,,,8/31/2023,,,,,,,,,,,,,,,,400000,,,,,,,,,,,Corporate  - Pipes and Terminals,Pipelines and Terminals,Integrity,,Corporate,Corporate,,0,,400000,,,,"Bartal, Nick",,,,1,45945,,"Clark, David",Independent,Aqua,10/1/2022,Int- Planned Digs
L201 2022 MEXP Flips,Item,Open,MEXP,WD201WJE2201,Maintenance Framework,1970337,"Bartal, Nick",Asset Integrity,3. Active,Drawdown,Pipeline Digs,167,,,166.95,167,0,Green,,,,167,,,172000,,,172000,Full,172000,178803,,178803,No,Green,3/1/2022,4/5/2022,4/5/2022,12/31/2022,12/31/2022,,,166.95,,,,,,0,,,,,,,,,,,,,"9/12/22 - $3,964 related to Flip (AS)
4/8/22 - flips from MCAP",9/12/2022,,"Schultz, Amy",,West,Pipelines and Terminals,Pipeline Integrity,,Wayne Pipeline,WD201WJ - DETROIT TO JOAN RD JCT 10IN,,167,,,,178636,,"Bartal, Nick","Shook, Mark B.",N/A,,1,43343,,"Schultz, Amy",JDE Child,Burnt Orange,4/5/2022,Int- Planned Digs
L302 2022 MEXP Flips,Item,Open,MEXP,DS302CGE2203,Exempt,1948138,"Bartal, Nick",Asset Integrity,3. Active,Drawdown,Pipeline Digs,0,544648,,544648,544648,0,Green,,,,544648,,,188000,,,188000,Full,188000,1011441,544648,1556089,No,Green,2/1/2022,2/28/2022,2/28/2022,12/31/2022,12/31/2022,,,,,,,,,0,,544648,,,,,,,,,,,"3.7.23 - March forecast of $554,648 due to flips from DS302CGM2201 $128,635 and DS302CGM2103 $416,013 (AS)

9/12/22 - $542,331 related to Flip DS302CGM2103 (AS)

3/8/22 - Flips from MCAP projects. Covered by budget allocation",3/7/2023,,"Schultz, Amy",,West,Pipelines and Terminals,Pipeline Integrity,,Toledo,DS302CG - TOLEDO TO CYGNET 10IN SOUTH,,544648,,,,1011441,,"Bartal, Nick","Shook, Mark B.",N/A,,1,43039,,"Schultz, Amy",JDE Child,Burnt Orange,2/28/2022,Int- Planned Digs
